step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number
5898,20.643000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5899,20.646500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5900,20.650000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5901,20.653500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5902,20.657000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5903,20.660500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5904,20.664000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5905,20.667500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5906,20.671000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5907,20.674500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5908,20.678000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5909,20.681500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5910,20.685000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5911,20.688500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5912,20.692000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5913,20.695500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5914,20.699000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5915,20.702500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5916,20.706000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5917,20.709500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5918,20.713000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5919,20.716500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5920,20.720000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5921,20.723500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5922,20.727000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5923,20.730500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5924,20.734000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5925,20.737500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5926,20.741000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5927,20.744500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5928,20.748000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5929,20.751500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5930,20.755000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5931,20.758500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5932,20.762000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5933,20.765500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5934,20.769000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5935,20.772500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5936,20.776000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5937,20.779500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5938,20.783000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5939,20.786500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5940,20.790000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5941,20.793500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5942,20.797000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5943,20.800500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5944,20.804000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5945,20.807500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5946,20.811000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5947,20.814500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5948,20.818000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5949,20.821500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5950,20.825000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5951,20.828500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5952,20.832000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5953,20.835500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5954,20.839000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5955,20.842500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5956,20.846000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5957,20.849500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5958,20.853000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5959,20.856500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5960,20.860000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5961,20.863500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5962,20.867000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5963,20.870500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5964,20.874000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5965,20.877500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5966,20.881000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5967,20.884500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5968,20.888000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5969,20.891500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5970,20.895000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5971,20.898500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5972,20.902000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5973,20.905500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5974,20.909000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5975,20.912500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5976,20.916000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5977,20.919500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5978,20.923000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5979,20.926500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5980,20.930000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5981,20.933500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5982,20.937000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5983,20.940500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5984,20.944000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5985,20.947500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5986,20.951000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5987,20.954500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5988,20.958000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5989,20.961500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5990,20.965000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5991,20.968500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5992,20.972000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5993,20.975500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5994,20.979000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5995,20.982500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5996,20.986000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5997,20.989500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5998,20.993000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
5999,20.996500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6000,21.000000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6001,21.003500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6002,21.007000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6003,21.010500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6004,21.014000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6005,21.017500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6006,21.021000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6007,21.024500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6008,21.028000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6009,21.031500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6010,21.035000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6011,21.038500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6012,21.042000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6013,21.045500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6014,21.049000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6015,21.052500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6016,21.056000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6017,21.059500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6018,21.063000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6019,21.066500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6020,21.070000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6021,21.073500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6022,21.077000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6023,21.080500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6024,21.084000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6025,21.087500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6026,21.091000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6027,21.094500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6028,21.098000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6029,21.101500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6030,21.105000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6031,21.108500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6032,21.112000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6033,21.115500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6034,21.119000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6035,21.122500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6036,21.126000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6037,21.129500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6038,21.133000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6039,21.136500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6040,21.140000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6041,21.143500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6042,21.147000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6043,21.150500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6044,21.154000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6045,21.157500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6046,21.161000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6047,21.164500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6048,21.168000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6049,21.171500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6050,21.175000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6051,21.178500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6052,21.182000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6053,21.185500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6054,21.189000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6055,21.192500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6056,21.196000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6057,21.199500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6058,21.203000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6059,21.206500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6060,21.210000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6061,21.213500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6062,21.217000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6063,21.220500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6064,21.224000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6065,21.227500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6066,21.231000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6067,21.234500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6068,21.238000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6069,21.241500,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
6070,21.245000,0.704470,0.255418,0.354334,-0.220865,-0.019599,-0.306869,-0.083606,-0.197934,0.000774,-0.001056,-0.000261,2,5.181818e+08
