step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number
183,0.640500,0.748196,0.329333,-0.333116,0.145065,-0.081633,0.328660,0.012080,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
184,0.644000,0.748196,0.329333,-0.333115,0.145065,-0.081632,0.328659,0.012081,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
185,0.647500,0.748196,0.329333,-0.333115,0.145066,-0.081631,0.328658,0.012081,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
186,0.651000,0.748196,0.329333,-0.333115,0.145066,-0.081630,0.328658,0.012082,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
187,0.654500,0.748196,0.329333,-0.333114,0.145067,-0.081629,0.328657,0.012082,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
188,0.658000,0.748196,0.329333,-0.333114,0.145067,-0.081628,0.328657,0.012083,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
189,0.661500,0.748196,0.329333,-0.333113,0.145068,-0.081626,0.328656,0.012083,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
190,0.665000,0.748196,0.329333,-0.333113,0.145068,-0.081625,0.328656,0.012084,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
191,0.668500,0.748196,0.329333,-0.333113,0.145069,-0.081624,0.328655,0.012084,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
192,0.672000,0.748196,0.329333,-0.333112,0.145069,-0.081623,0.328654,0.012085,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
193,0.675500,0.748196,0.329333,-0.333112,0.145069,-0.081622,0.328654,0.012085,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
194,0.679000,0.748196,0.329333,-0.333111,0.145070,-0.081621,0.328653,0.012086,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
195,0.682500,0.748196,0.329333,-0.333111,0.145070,-0.081620,0.328653,0.012086,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
196,0.686000,0.748196,0.329333,-0.333111,0.145071,-0.081619,0.328652,0.012087,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
197,0.689500,0.748196,0.329333,-0.333110,0.145071,-0.081618,0.328652,0.012087,0.153481,0.000060,0.001253,0.000219,2,5.434659e+08
198,0.693000,0.748196,0.329333,-0.333110,0.145072,-0.081617,0.328651,0.012088,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
199,0.696500,0.748196,0.329333,-0.333110,0.145072,-0.081616,0.328651,0.012088,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
200,0.700000,0.748196,0.329333,-0.333109,0.145073,-0.081615,0.328650,0.012089,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
201,0.703500,0.748196,0.329333,-0.333109,0.145073,-0.081614,0.328650,0.012089,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
202,0.707000,0.748196,0.329333,-0.333109,0.145073,-0.081613,0.328649,0.012089,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
203,0.710500,0.748196,0.329333,-0.333108,0.145074,-0.081612,0.328648,0.012090,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
204,0.714000,0.748196,0.329333,-0.333108,0.145074,-0.081611,0.328648,0.012090,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
205,0.717500,0.748196,0.329333,-0.333107,0.145075,-0.081610,0.328647,0.012091,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
206,0.721000,0.748196,0.329333,-0.333107,0.145075,-0.081609,0.328647,0.012091,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
207,0.724500,0.748196,0.329333,-0.333107,0.145076,-0.081608,0.328646,0.012092,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
208,0.728000,0.748196,0.329333,-0.333106,0.145076,-0.081607,0.328646,0.012092,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
209,0.731500,0.748196,0.329333,-0.333106,0.145076,-0.081606,0.328645,0.012093,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
210,0.735000,0.748196,0.329333,-0.333106,0.145077,-0.081605,0.328645,0.012093,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
211,0.738500,0.748196,0.329333,-0.333105,0.145077,-0.081604,0.328644,0.012094,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
212,0.742000,0.748196,0.329333,-0.333105,0.145078,-0.081603,0.328644,0.012094,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
213,0.745500,0.748196,0.329333,-0.333105,0.145078,-0.081602,0.328643,0.012095,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
214,0.749000,0.748196,0.329333,-0.333104,0.145078,-0.081601,0.328643,0.012095,0.153482,0.000060,0.001253,0.000219,2,5.434659e+08
215,0.752500,0.748196,0.329333,-0.333104,0.145079,-0.081600,0.328642,0.012095,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
216,0.756000,0.748196,0.329333,-0.333104,0.145079,-0.081599,0.328642,0.012096,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
217,0.759500,0.748196,0.329333,-0.333103,0.145080,-0.081598,0.328642,0.012096,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
218,0.763000,0.748196,0.329333,-0.333103,0.145080,-0.081597,0.328641,0.012097,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
219,0.766500,0.748196,0.329333,-0.333103,0.145080,-0.081596,0.328641,0.012097,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
220,0.770000,0.748196,0.329333,-0.333102,0.145081,-0.081595,0.328640,0.012098,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
221,0.773500,0.748196,0.329333,-0.333102,0.145081,-0.081594,0.328640,0.012098,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
222,0.777000,0.748196,0.329333,-0.333102,0.145082,-0.081593,0.328639,0.012098,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
223,0.780500,0.748196,0.329333,-0.333101,0.145082,-0.081592,0.328639,0.012099,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
224,0.784000,0.748196,0.329333,-0.333101,0.145082,-0.081592,0.328638,0.012099,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
225,0.787500,0.748196,0.329333,-0.333101,0.145083,-0.081591,0.328638,0.012100,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
226,0.791000,0.748196,0.329333,-0.333100,0.145083,-0.081590,0.328637,0.012100,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
227,0.794500,0.748196,0.329333,-0.333100,0.145083,-0.081589,0.328637,0.012100,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
228,0.798000,0.748196,0.329333,-0.333100,0.145084,-0.081588,0.328636,0.012101,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
229,0.801500,0.748196,0.329333,-0.333100,0.145084,-0.081587,0.328636,0.012101,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
230,0.805000,0.748196,0.329333,-0.333099,0.145085,-0.081586,0.328636,0.012102,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
231,0.808500,0.748196,0.329333,-0.333099,0.145085,-0.081585,0.328635,0.012102,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
232,0.812000,0.748196,0.329333,-0.333099,0.145085,-0.081584,0.328635,0.012102,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
233,0.815500,0.748196,0.329333,-0.333098,0.145086,-0.081584,0.328634,0.012103,0.153483,0.000060,0.001253,0.000219,2,5.434659e+08
234,0.819000,0.748196,0.329333,-0.333098,0.145086,-0.081583,0.328634,0.012103,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
235,0.822500,0.748196,0.329333,-0.333098,0.145086,-0.081582,0.328633,0.012104,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
236,0.826000,0.748196,0.329333,-0.333097,0.145087,-0.081581,0.328633,0.012104,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
237,0.829500,0.748196,0.329333,-0.333097,0.145087,-0.081580,0.328632,0.012104,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
238,0.833000,0.748196,0.329333,-0.333097,0.145087,-0.081579,0.328632,0.012105,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
239,0.836500,0.748196,0.329333,-0.333097,0.145088,-0.081579,0.328632,0.012105,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
240,0.840000,0.748196,0.329333,-0.333096,0.145088,-0.081578,0.328631,0.012105,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
241,0.843500,0.748196,0.329333,-0.333096,0.145088,-0.081577,0.328631,0.012106,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
242,0.847000,0.748196,0.329333,-0.333096,0.145089,-0.081576,0.328630,0.012106,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
243,0.850500,0.748196,0.329333,-0.333095,0.145089,-0.081575,0.328630,0.012107,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
244,0.854000,0.748196,0.329333,-0.333095,0.145090,-0.081575,0.328630,0.012107,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
245,0.857500,0.748196,0.329333,-0.333095,0.145090,-0.081574,0.328629,0.012107,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
246,0.861000,0.748196,0.329333,-0.333095,0.145090,-0.081573,0.328629,0.012108,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
247,0.864500,0.748196,0.329333,-0.333094,0.145091,-0.081572,0.328628,0.012108,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
248,0.868000,0.748196,0.329333,-0.333094,0.145091,-0.081571,0.328628,0.012108,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
249,0.871500,0.748196,0.329333,-0.333094,0.145091,-0.081571,0.328628,0.012109,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
250,0.875000,0.748196,0.329333,-0.333094,0.145091,-0.081570,0.328627,0.012109,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
251,0.878500,0.748196,0.329333,-0.333093,0.145092,-0.081569,0.328627,0.012109,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
252,0.882000,0.748196,0.329333,-0.333093,0.145092,-0.081568,0.328626,0.012110,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
253,0.885500,0.748196,0.329333,-0.333093,0.145092,-0.081568,0.328626,0.012110,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
254,0.889000,0.748196,0.329333,-0.333092,0.145093,-0.081567,0.328626,0.012111,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
255,0.892500,0.748196,0.329333,-0.333092,0.145093,-0.081566,0.328625,0.012111,0.153484,0.000060,0.001253,0.000219,2,5.434659e+08
256,0.896000,0.748196,0.329333,-0.333092,0.145093,-0.081565,0.328625,0.012111,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
257,0.899500,0.748196,0.329333,-0.333092,0.145094,-0.081565,0.328625,0.012112,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
258,0.903000,0.748196,0.329333,-0.333091,0.145094,-0.081564,0.328624,0.012112,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
259,0.906500,0.748195,0.329333,-0.333091,0.145094,-0.081563,0.328624,0.012112,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
260,0.910000,0.748195,0.329333,-0.333091,0.145095,-0.081562,0.328623,0.012113,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
261,0.913500,0.748195,0.329333,-0.333091,0.145095,-0.081562,0.328623,0.012113,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
262,0.917000,0.748195,0.329333,-0.333090,0.145095,-0.081561,0.328623,0.012113,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
263,0.920500,0.748195,0.329333,-0.333090,0.145096,-0.081560,0.328622,0.012114,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
264,0.924000,0.748195,0.329333,-0.333090,0.145096,-0.081560,0.328622,0.012114,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
265,0.927500,0.748195,0.329333,-0.333090,0.145096,-0.081559,0.328622,0.012114,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
266,0.931000,0.748195,0.329333,-0.333089,0.145096,-0.081558,0.328621,0.012115,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
267,0.934500,0.748195,0.329333,-0.333089,0.145097,-0.081557,0.328621,0.012115,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
268,0.938000,0.748195,0.329333,-0.333089,0.145097,-0.081557,0.328620,0.012115,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
269,0.941500,0.748195,0.329333,-0.333089,0.145097,-0.081556,0.328620,0.012115,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
270,0.945000,0.748195,0.329333,-0.333088,0.145098,-0.081555,0.328620,0.012116,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
271,0.948500,0.748195,0.329333,-0.333088,0.145098,-0.081555,0.328619,0.012116,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
272,0.952000,0.748195,0.329333,-0.333088,0.145098,-0.081554,0.328619,0.012116,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
273,0.955500,0.748195,0.329333,-0.333088,0.145098,-0.081553,0.328619,0.012117,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
274,0.959000,0.748195,0.329333,-0.333087,0.145099,-0.081553,0.328618,0.012117,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
275,0.962500,0.748195,0.329333,-0.333087,0.145099,-0.081552,0.328618,0.012117,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
276,0.966000,0.748195,0.329333,-0.333087,0.145099,-0.081551,0.328618,0.012118,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
277,0.969500,0.748195,0.329333,-0.333087,0.145100,-0.081551,0.328617,0.012118,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
278,0.973000,0.748195,0.329333,-0.333087,0.145100,-0.081550,0.328617,0.012118,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
279,0.976500,0.748195,0.329333,-0.333086,0.145100,-0.081549,0.328617,0.012119,0.153485,0.000060,0.001253,0.000219,2,5.434659e+08
280,0.980000,0.748195,0.329333,-0.333086,0.145100,-0.081549,0.328616,0.012119,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
281,0.983500,0.748195,0.329333,-0.333086,0.145101,-0.081548,0.328616,0.012119,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
282,0.987000,0.748195,0.329333,-0.333086,0.145101,-0.081547,0.328616,0.012119,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
283,0.990500,0.748195,0.329333,-0.333085,0.145101,-0.081547,0.328615,0.012120,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
284,0.994000,0.748195,0.329333,-0.333085,0.145101,-0.081546,0.328615,0.012120,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
285,0.997500,0.748195,0.329333,-0.333085,0.145102,-0.081546,0.328615,0.012120,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
286,1.001000,0.748195,0.329333,-0.333085,0.145102,-0.081545,0.328614,0.012121,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
287,1.004500,0.748195,0.329333,-0.333085,0.145102,-0.081544,0.328614,0.012121,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
288,1.008000,0.748195,0.329333,-0.333084,0.145103,-0.081544,0.328614,0.012121,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
289,1.011500,0.748195,0.329333,-0.333084,0.145103,-0.081543,0.328614,0.012121,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
290,1.015000,0.748195,0.329333,-0.333084,0.145103,-0.081543,0.328613,0.012122,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
291,1.018500,0.748195,0.329333,-0.333084,0.145103,-0.081542,0.328613,0.012122,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
292,1.022000,0.748195,0.329333,-0.333083,0.145104,-0.081541,0.328613,0.012122,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
293,1.025500,0.748195,0.329333,-0.333083,0.145104,-0.081541,0.328612,0.012122,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
294,1.029000,0.748195,0.329333,-0.333083,0.145104,-0.081540,0.328612,0.012123,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
295,1.032500,0.748195,0.329333,-0.333083,0.145104,-0.081540,0.328612,0.012123,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
296,1.036000,0.748195,0.329333,-0.333083,0.145105,-0.081539,0.328611,0.012123,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
297,1.039500,0.748195,0.329333,-0.333082,0.145105,-0.081538,0.328611,0.012124,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
298,1.043000,0.748195,0.329333,-0.333082,0.145105,-0.081538,0.328611,0.012124,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
299,1.046500,0.748195,0.329333,-0.333082,0.145105,-0.081537,0.328611,0.012124,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
300,1.050000,0.748195,0.329333,-0.333082,0.145105,-0.081537,0.328610,0.012124,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
301,1.053500,0.748195,0.329333,-0.333082,0.145106,-0.081536,0.328610,0.012125,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
302,1.057000,0.748195,0.329333,-0.333081,0.145106,-0.081536,0.328610,0.012125,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
303,1.060500,0.748195,0.329333,-0.333081,0.145106,-0.081535,0.328609,0.012125,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
304,1.064000,0.748195,0.329333,-0.333081,0.145106,-0.081534,0.328609,0.012125,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
305,1.067500,0.748195,0.329333,-0.333081,0.145107,-0.081534,0.328609,0.012126,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
306,1.071000,0.748195,0.329333,-0.333081,0.145107,-0.081533,0.328609,0.012126,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
307,1.074500,0.748195,0.329333,-0.333080,0.145107,-0.081533,0.328608,0.012126,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
308,1.078000,0.748195,0.329333,-0.333080,0.145107,-0.081532,0.328608,0.012126,0.153486,0.000060,0.001253,0.000219,2,5.434659e+08
309,1.081500,0.748195,0.329333,-0.333080,0.145108,-0.081532,0.328608,0.012127,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
310,1.085000,0.748195,0.329333,-0.333080,0.145108,-0.081531,0.328607,0.012127,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
311,1.088500,0.748195,0.329333,-0.333080,0.145108,-0.081531,0.328607,0.012127,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
312,1.092000,0.748195,0.329333,-0.333080,0.145108,-0.081530,0.328607,0.012127,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
313,1.095500,0.748195,0.329333,-0.333079,0.145109,-0.081530,0.328607,0.012128,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
314,1.099000,0.748195,0.329333,-0.333079,0.145109,-0.081529,0.328606,0.012128,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
315,1.102500,0.748195,0.329333,-0.333079,0.145109,-0.081528,0.328606,0.012128,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
316,1.106000,0.748195,0.329333,-0.333079,0.145109,-0.081528,0.328606,0.012128,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
317,1.109500,0.748195,0.329333,-0.333079,0.145109,-0.081527,0.328606,0.012129,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
318,1.113000,0.748195,0.329333,-0.333078,0.145110,-0.081527,0.328605,0.012129,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
319,1.116500,0.748195,0.329333,-0.333078,0.145110,-0.081526,0.328605,0.012129,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
320,1.120000,0.748195,0.329333,-0.333078,0.145110,-0.081526,0.328605,0.012129,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
321,1.123500,0.748195,0.329333,-0.333078,0.145110,-0.081525,0.328605,0.012130,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
322,1.127000,0.748195,0.329333,-0.333078,0.145110,-0.081525,0.328604,0.012130,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
323,1.130500,0.748195,0.329333,-0.333078,0.145111,-0.081524,0.328604,0.012130,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
324,1.134000,0.748195,0.329333,-0.333077,0.145111,-0.081524,0.328604,0.012130,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
325,1.137500,0.748195,0.329333,-0.333077,0.145111,-0.081523,0.328603,0.012130,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
326,1.141000,0.748195,0.329333,-0.333077,0.145111,-0.081523,0.328603,0.012131,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
327,1.144500,0.748195,0.329333,-0.333077,0.145111,-0.081522,0.328603,0.012131,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
328,1.148000,0.748195,0.329333,-0.333077,0.145112,-0.081522,0.328603,0.012131,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
329,1.151500,0.748195,0.329333,-0.333077,0.145112,-0.081521,0.328602,0.012131,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
330,1.155000,0.748195,0.329333,-0.333076,0.145112,-0.081521,0.328602,0.012132,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
331,1.158500,0.748195,0.329333,-0.333076,0.145112,-0.081521,0.328602,0.012132,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
332,1.162000,0.748195,0.329333,-0.333076,0.145113,-0.081520,0.328602,0.012132,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
333,1.165500,0.748195,0.329333,-0.333076,0.145113,-0.081520,0.328602,0.012132,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
334,1.169000,0.748195,0.329333,-0.333076,0.145113,-0.081519,0.328601,0.012132,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
335,1.172500,0.748195,0.329333,-0.333076,0.145113,-0.081519,0.328601,0.012133,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
336,1.176000,0.748195,0.329333,-0.333075,0.145113,-0.081518,0.328601,0.012133,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
337,1.179500,0.748195,0.329333,-0.333075,0.145113,-0.081518,0.328601,0.012133,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
338,1.183000,0.748195,0.329333,-0.333075,0.145114,-0.081517,0.328600,0.012133,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
339,1.186500,0.748195,0.329333,-0.333075,0.145114,-0.081517,0.328600,0.012133,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
340,1.190000,0.748195,0.329333,-0.333075,0.145114,-0.081516,0.328600,0.012134,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
341,1.193500,0.748195,0.329333,-0.333075,0.145114,-0.081516,0.328600,0.012134,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
342,1.197000,0.748195,0.329333,-0.333074,0.145114,-0.081515,0.328599,0.012134,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
343,1.200500,0.748195,0.329333,-0.333074,0.145115,-0.081515,0.328599,0.012134,0.153487,0.000060,0.001253,0.000219,2,5.434659e+08
344,1.204000,0.748195,0.329333,-0.333074,0.145115,-0.081515,0.328599,0.012134,0.153488,0.000060,0.001253,0.000219,2,5.434659e+08
345,1.207500,0.748195,0.329333,-0.333074,0.145115,-0.081514,0.328599,0.012135,0.153488,0.000060,0.001253,0.000219,2,5.434659e+08
346,1.211000,0.748195,0.329333,-0.333074,0.145115,-0.081514,0.328599,0.012135,0.153488,0.000060,0.001253,0.000219,2,5.434659e+08
347,1.214500,0.748195,0.329333,-0.333074,0.145115,-0.081513,0.328598,0.012135,0.153488,0.000060,0.001253,0.000219,2,5.434659e+08
348,1.218000,0.748195,0.329333,-0.333074,0.145116,-0.081513,0.328598,0.012135,0.153488,0.000060,0.001253,0.000219,2,5.434659e+08
